gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,__index_level_0__
uk.org.publicwhip/debate/2022-02-22b.202.0.4,2022-02-22,uk.org.publicwhip/debate/2022-02-22b.201.0,"",uk.org.publicwhip/debate/2022-02-22b.202.0,b202.0/4,Question put and agreed to.,Third Reading: Charities Bill [Lords],uk.org.publicwhip/debate/2022-02-22b.201.2.1,house-of-commons,238
uk.org.publicwhip/debate/2022-02-22b.234.1.14,2022-02-22,uk.org.publicwhip/debate/2022-02-22b.204.0,uk.org.publicwhip/debate/2022-02-22b.204.2,uk.org.publicwhip/debate/2022-02-22b.234.1,b234.1/14,Question put and agreed to.,Amendment 23: Public Service Pensions and Judicial Offices Bill [Lords],uk.org.publicwhip/debate/2022-02-22b.234.1.12,house-of-commons,239
uk.org.publicwhip/debate/2022-02-22b.247.4.3,2022-02-22,uk.org.publicwhip/debate/2022-02-22b.204.0,uk.org.publicwhip/debate/2022-02-22b.246.6,uk.org.publicwhip/debate/2022-02-22b.247.4,b247.4/3,Question put and agreed to.,Third Reading: Public Service Pensions and Judicial Offices Bill [Lords],uk.org.publicwhip/debate/2022-02-22b.246.8.1,house-of-commons,240
uk.org.publicwhip/debate/2022-02-22b.292.1.2,2022-02-22,uk.org.publicwhip/debate/2022-02-22b.250.0,"",uk.org.publicwhip/debate/2022-02-22b.292.1,b292.1/2,Question put and agreed to.,Approve: Russia (Sanctions) (EU Exit) (Amendment) Regulations 2022,uk.org.publicwhip/debate/2022-02-22b.250.1.1,house-of-commons,241
uk.org.publicwhip/debate/2022-02-22b.292.8.2,2022-02-22,uk.org.publicwhip/debate/2022-02-22b.292.3,uk.org.publicwhip/debate/2022-02-22b.292.7,uk.org.publicwhip/debate/2022-02-22b.292.8,b292.8/2,Question agreed to.,Approve: Occupational Pension Schemes (Collective Money Purchase Schemes) Regulations 2022,uk.org.publicwhip/debate/2022-02-22b.292.8.1,house-of-commons,242
uk.org.publicwhip/debate/2022-02-22b.298.1.2,2022-02-22,uk.org.publicwhip/debate/2022-02-22b.293.0,"",uk.org.publicwhip/debate/2022-02-22b.298.1,b298.1/2,Question put and agreed to.,Adjournment Debate: Murder of WPC Yvonne Fletcher,uk.org.publicwhip/debate/2022-02-22b.293.1.1,house-of-commons,243
uk.org.publicwhip/debate/2022-02-23a.323.2.14,2022-02-23,uk.org.publicwhip/debate/2022-02-23a.323.0,"",uk.org.publicwhip/debate/2022-02-23a.323.2,a323.2/14,Question put and agreed to.,Leave for Bill: Energy Pricing (Off Gas Grid Households),uk.org.publicwhip/debate/2022-02-23a.323.2.1,house-of-commons,630
uk.org.publicwhip/debate/2022-02-23a.376.3.10,2022-02-23,uk.org.publicwhip/debate/2022-02-23a.327.0,uk.org.publicwhip/debate/2022-02-23a.327.2,uk.org.publicwhip/debate/2022-02-23a.376.3,a376.3/10,Question put and agreed to.,Opposition Day: Countering Russian Aggression and Tackling Illicit Finance,uk.org.publicwhip/debate/2022-02-23a.327.3.1,house-of-commons,631
uk.org.publicwhip/debate/2022-02-23a.423.1.3,2022-02-23,uk.org.publicwhip/debate/2022-02-23a.378.0,"",uk.org.publicwhip/debate/2022-02-23a.423.1,a423.1/3,Question agreed to.,Non-commissioned Exempt Accommodation,uk.org.publicwhip/debate/2022-02-23a.423.1.2,house-of-commons,632
uk.org.publicwhip/debate/2022-02-23a.431.2.11,2022-02-23,uk.org.publicwhip/debate/2022-02-23a.426.0,"",uk.org.publicwhip/debate/2022-02-23a.431.2,a431.2/11,Question put and agreed to.,Adjournment Debate: Rural Communities in Cumbria:  Levelling Up,uk.org.publicwhip/debate/2022-02-23a.426.1.1,house-of-commons,633
uk.org.publicwhip/debate/2022-02-24c.533.1.2,2022-02-24,uk.org.publicwhip/debate/2022-02-24c.503.1,"",uk.org.publicwhip/debate/2022-02-24c.533.1,c533.1/2,Question put and agreed to.,Relationship with Russia and China,uk.org.publicwhip/debate/2022-02-24c.503.3.1,house-of-commons,171
uk.org.publicwhip/debate/2022-02-24c.563.0.3,2022-02-24,uk.org.publicwhip/debate/2022-02-24c.534.0,"",uk.org.publicwhip/debate/2022-02-24c.563.0,c563.0/3,Question put and agreed to.,Recognition of the State of Palestine,uk.org.publicwhip/debate/2022-02-24c.534.1.1,house-of-commons,172
uk.org.publicwhip/debate/2022-02-24c.595.1.18,2022-02-24,uk.org.publicwhip/debate/2022-02-24c.590.0,"",uk.org.publicwhip/debate/2022-02-24c.595.1,c595.1/18,Question put and agreed to.,Adjournment Debate: Long Covid,uk.org.publicwhip/debate/2022-02-24c.590.1.1,house-of-commons,173
uk.org.publicwhip/debate/2022-02-25b.603.0.5,2022-02-25,uk.org.publicwhip/debate/2022-02-25b.600.0,uk.org.publicwhip/debate/2022-02-25b.600.3,uk.org.publicwhip/debate/2022-02-25b.603.0,b603.0/5,"Amendment 5 would remove that exception relating to marriages of 16 and 17-year-olds in Northern Ireland and Scotland. While we made that provision in recognition of the devolution settlement, we came to judge that the potential impact on enforcement was too great. There are too many circumstances in which a parent could evade the law by taking their child to Scotland or Northern Ireland to marry, even if there were no connection with either of those two countries. My hon. Friend has done an extremely good job in setting out clearly the multiple number of scenarios that could apply. I believe that the Bill, once the amendments are agreed to, will have that targeted and proportionate effect.",Amendment 5: Marriage and Civil Partnership (Minimum Age) Bill,uk.org.publicwhip/debate/2022-02-25b.603.0.23,house-of-commons,330
uk.org.publicwhip/debate/2022-02-25b.603.0.9,2022-02-25,uk.org.publicwhip/debate/2022-02-25b.600.0,uk.org.publicwhip/debate/2022-02-25b.600.3,uk.org.publicwhip/debate/2022-02-25b.603.0,b603.0/9,Amendment 1 agreed to.,Amendment 4: Marriage and Civil Partnership (Minimum Age) Bill,uk.org.publicwhip/debate/2022-02-25b.603.0.14,house-of-commons,331
uk.org.publicwhip/debate/2022-02-25b.649.1.9,2022-02-25,uk.org.publicwhip/debate/2022-02-25b.635.0,"",uk.org.publicwhip/debate/2022-02-25b.649.1,b649.1/9,Question put and agreed to.,Third Reading: ,uk.org.publicwhip/debate/2022-02-25b.649.1.9,house-of-commons,332
uk.org.publicwhip/debate/2022-02-25b.660.0.3,2022-02-25,uk.org.publicwhip/debate/2022-02-25b.651.0,"",uk.org.publicwhip/debate/2022-02-25b.660.0,b660.0/3,Question put and agreed to.,Third Reading: Pension Schemes (Conversion of Guaranteed Minimum Pensions) Bill,uk.org.publicwhip/debate/2022-02-25b.651.2.1,house-of-commons,333
uk.org.publicwhip/debate/2022-02-25b.682.0.12,2022-02-25,uk.org.publicwhip/debate/2022-02-25b.681.0,"",uk.org.publicwhip/debate/2022-02-25b.682.0,b682.0/12,Question put and agreed to.,Adjournment Debate: Housing Disrepair,uk.org.publicwhip/debate/2022-02-25b.681.1.1,house-of-commons,334
uk.org.publicwhip/debate/2022-02-28a.867.3.15,2022-02-28,uk.org.publicwhip/debate/2022-02-28a.752.0,uk.org.publicwhip/debate/2022-02-28a.867.0,uk.org.publicwhip/debate/2022-02-28a.867.3,a867.3/15,Question agreed to.,Appoint Reasons Committee,uk.org.publicwhip/debate/2022-02-28a.867.3.10,house-of-commons,248
uk.org.publicwhip/debate/2022-02-28a.872.8.3,2022-02-28,uk.org.publicwhip/debate/2022-02-28a.872.1,uk.org.publicwhip/debate/2022-02-28a.872.7,uk.org.publicwhip/debate/2022-02-28a.872.8,a872.8/3,Question agreed to.,Delegated Legislation: Social Security,uk.org.publicwhip/debate/2022-02-28a.872.8.2,house-of-commons,249
uk.org.publicwhip/debate/2022-02-28a.880.1.7,2022-02-28,uk.org.publicwhip/debate/2022-02-28a.876.0,"",uk.org.publicwhip/debate/2022-02-28a.880.1,a880.1/7,Question put and agreed to.,Adjournment Debate: Firefighters’ Pension Scheme,uk.org.publicwhip/debate/2022-02-28a.876.1.1,house-of-commons,250
uk.org.publicwhip/debate/2022-03-01d.1004.3.9,2022-03-01,uk.org.publicwhip/debate/2022-03-01d.993.0,uk.org.publicwhip/debate/2022-03-01d.1004.0,uk.org.publicwhip/debate/2022-03-01d.1004.3,d1004.3/9,Question agreed to.,Appoint Reasons Committee,uk.org.publicwhip/debate/2022-03-01d.1004.3.4,house-of-commons,454
uk.org.publicwhip/debate/2022-03-01d.1009.5.5,2022-03-01,uk.org.publicwhip/debate/2022-03-01d.1009.0,"",uk.org.publicwhip/debate/2022-03-01d.1009.5,d1009.5/5,Question put and agreed to.,Second Reading: Public Health,uk.org.publicwhip/debate/2022-03-01d.1010.1.1,house-of-commons,455
uk.org.publicwhip/debate/2022-03-01d.1010.9.2,2022-03-01,uk.org.publicwhip/debate/2022-03-01d.1010.4,uk.org.publicwhip/debate/2022-03-01d.1010.8,uk.org.publicwhip/debate/2022-03-01d.1010.9,d1010.9/2,Question agreed to.,Delegated Legislation,uk.org.publicwhip/debate/2022-03-01d.1010.5.1,house-of-commons,456
uk.org.publicwhip/debate/2022-03-01d.947.2.14,2022-03-01,uk.org.publicwhip/debate/2022-03-01d.947.0,"",uk.org.publicwhip/debate/2022-03-01d.947.2,d947.2/14,Question put and agreed to.,Leave for Bill: Marine Protected Areas  (Bottom Trawling),uk.org.publicwhip/debate/2022-03-01d.947.2.1,house-of-commons,452
uk.org.publicwhip/debate/2022-03-01d.990.0.13,2022-03-01,uk.org.publicwhip/debate/2022-03-01d.950.0,"",uk.org.publicwhip/debate/2022-03-01d.990.0,d990.0/13,Question put and agreed to.,Sanctions,uk.org.publicwhip/debate/2022-03-01d.950.2.1,house-of-commons,453
uk.org.publicwhip/debate/2022-03-02a.1048.2.17,2022-03-02,uk.org.publicwhip/debate/2022-03-02a.1048.0,"",uk.org.publicwhip/debate/2022-03-02a.1048.2,a1048.2/17,Question put and agreed to.,Leave for Bill: Firearms and Hate Crime,uk.org.publicwhip/debate/2022-03-02a.1048.2.1,house-of-commons,516
uk.org.publicwhip/debate/2022-03-02a.1095.1.5,2022-03-02,uk.org.publicwhip/debate/2022-03-02a.1051.1,"",uk.org.publicwhip/debate/2022-03-02a.1095.1,a1095.1/5,Question put and agreed to.,Tackling Violence Against  Women and Girls,uk.org.publicwhip/debate/2022-03-02a.1051.2.1,house-of-commons,517
uk.org.publicwhip/debate/2022-03-02a.1143.2.6,2022-03-02,uk.org.publicwhip/debate/2022-03-02a.1097.0,"",uk.org.publicwhip/debate/2022-03-02a.1143.2,a1143.2/6,Question put and agreed to.,Support for Ukraine and Countering Threats from Russia,uk.org.publicwhip/debate/2022-03-02a.1097.1.1,house-of-commons,518
uk.org.publicwhip/debate/2022-03-02a.1144.5.2,2022-03-02,uk.org.publicwhip/debate/2022-03-02a.1144.2,uk.org.publicwhip/debate/2022-03-02a.1144.4,uk.org.publicwhip/debate/2022-03-02a.1144.5,a1144.5/2,Question agreed to.,Approve: Airports Slot Allocation (Alleviation of Usage Requirements) Regulations 2022,uk.org.publicwhip/debate/2022-03-02a.1144.3.1,house-of-commons,519
uk.org.publicwhip/debate/2022-03-02a.1144.7.3,2022-03-02,uk.org.publicwhip/debate/2022-03-02a.1144.6,"",uk.org.publicwhip/debate/2022-03-02a.1144.7,a1144.7/3,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2022-03-02a.1144.7.1,house-of-commons,520
uk.org.publicwhip/debate/2022-03-02a.1144.9.4,2022-03-02,uk.org.publicwhip/debate/2022-03-02a.1144.8,"",uk.org.publicwhip/debate/2022-03-02a.1144.9,a1144.9/4,Question agreed to.,Estimates (Liaison Committee Recommendation),uk.org.publicwhip/debate/2022-03-02a.1144.9.1,house-of-commons,521
uk.org.publicwhip/debate/2022-03-02a.1152.1.4,2022-03-02,uk.org.publicwhip/debate/2022-03-02a.1145.0,"",uk.org.publicwhip/debate/2022-03-02a.1152.1,a1152.1/4,Question put and agreed to.,Adjournment Debate: Vaccine Damage Payments Act 1979,uk.org.publicwhip/debate/2022-03-02a.1145.1.1,house-of-commons,522
uk.org.publicwhip/debate/2022-03-03a.1266.5.2,2022-03-03,uk.org.publicwhip/debate/2022-03-03a.1211.1,"",uk.org.publicwhip/debate/2022-03-03a.1266.5,a1266.5/2,Question put and agreed to.,Welsh Affairs,uk.org.publicwhip/debate/2022-03-03a.1211.2.1,house-of-commons,628
uk.org.publicwhip/debate/2022-03-03a.1273.0.4,2022-03-03,uk.org.publicwhip/debate/2022-03-03a.1267.0,"",uk.org.publicwhip/debate/2022-03-03a.1273.0,a1273.0/4,Question put and agreed to.,Adjournment Debate: UK Shipbuilding,uk.org.publicwhip/debate/2022-03-03a.1267.1.1,house-of-commons,629
uk.org.publicwhip/debate/2022-03-07c.141.1.9,2022-03-07,uk.org.publicwhip/debate/2022-03-07c.81.0,uk.org.publicwhip/debate/2022-03-07c.81.3,uk.org.publicwhip/debate/2022-03-07c.141.1,c141.1/9,Question put and agreed to.,Clause 1 - Overview,uk.org.publicwhip/debate/2022-03-07c.81.4.1,house-of-commons,370
uk.org.publicwhip/debate/2022-03-07c.164.11.2,2022-03-07,uk.org.publicwhip/debate/2022-03-07c.164.3,uk.org.publicwhip/debate/2022-03-07c.164.10,uk.org.publicwhip/debate/2022-03-07c.164.11,c164.11/2,Question agreed to.,Approve: Social Security (Scotland) Act 2018 (Disability Assistance and Information- Sharing) (Consequential Provision and Modifications) Order 2022,uk.org.publicwhip/debate/2022-03-07c.164.9.3,house-of-commons,371
uk.org.publicwhip/debate/2022-03-07c.164.9.2,2022-03-07,uk.org.publicwhip/debate/2022-03-07c.164.3,uk.org.publicwhip/debate/2022-03-07c.164.8,uk.org.publicwhip/debate/2022-03-07c.164.9,c164.9/2,Question agreed to.,Delegated Legislation: Environmental Protection,uk.org.publicwhip/debate/2022-03-07c.164.7.2,house-of-commons,372
uk.org.publicwhip/debate/2022-03-07c.80.3.3,2022-03-07,uk.org.publicwhip/debate/2022-03-07c.26.0,"",uk.org.publicwhip/debate/2022-03-07c.80.3,c80.3/3,Question put and agreed to.,Second Reading: Economic Crime  (Transparency and Enforcement) Bill,uk.org.publicwhip/debate/2022-03-07c.26.2.1,house-of-commons,368
uk.org.publicwhip/debate/2022-03-07c.80.5.6,2022-03-07,uk.org.publicwhip/debate/2022-03-07c.80.4,"",uk.org.publicwhip/debate/2022-03-07c.80.5,c80.5/6,Question agreed to.,Economic Crime (Transparency and Enforcement) Bill (Money),uk.org.publicwhip/debate/2022-03-07c.80.5.2,house-of-commons,369
uk.org.publicwhip/debate/2022-03-08c.224.2.17,2022-03-08,uk.org.publicwhip/debate/2022-03-08c.224.0,"",uk.org.publicwhip/debate/2022-03-08c.224.2,c224.2/17,Question put and agreed to.,Leave for Bill: Institutes of Technology  (Royal Charter),uk.org.publicwhip/debate/2022-03-08c.224.2.1,house-of-commons,325
uk.org.publicwhip/debate/2022-03-08c.269.1.3,2022-03-08,uk.org.publicwhip/debate/2022-03-08c.227.1,"",uk.org.publicwhip/debate/2022-03-08c.269.1,c269.1/3,Question put and agreed to.,National Insurance  Contributions Increase,uk.org.publicwhip/debate/2022-03-08c.227.2.1,house-of-commons,326
uk.org.publicwhip/debate/2022-03-08c.296.1.2,2022-03-08,uk.org.publicwhip/debate/2022-03-08c.272.0,"",uk.org.publicwhip/debate/2022-03-08c.296.1,c296.1/2,Question put and agreed to.,Rape and Sexual Violence,uk.org.publicwhip/debate/2022-03-08c.272.1.1,house-of-commons,327
uk.org.publicwhip/debate/2022-03-08c.297.4.2,2022-03-08,uk.org.publicwhip/debate/2022-03-08c.297.1,uk.org.publicwhip/debate/2022-03-08c.297.3,uk.org.publicwhip/debate/2022-03-08c.297.4,c297.4/2,Question agreed to.,DELEGATED LEGISLATION,uk.org.publicwhip/debate/2022-03-08c.297.2.1,house-of-commons,328
uk.org.publicwhip/debate/2022-03-08c.302.0.2,2022-03-08,uk.org.publicwhip/debate/2022-03-08c.298.0,"",uk.org.publicwhip/debate/2022-03-08c.302.0,c302.0/2,Question put and agreed to.,Adjournment Debate: Consett Energy from Waste Plant,uk.org.publicwhip/debate/2022-03-08c.298.1.1,house-of-commons,329
uk.org.publicwhip/debate/2022-03-09b.365.0.2,2022-03-09,uk.org.publicwhip/debate/2022-03-09b.364.0,"",uk.org.publicwhip/debate/2022-03-09b.365.0,b365.0/2,Question put and agreed to.,Leave for Bill: Pets (Microchips),uk.org.publicwhip/debate/2022-03-09b.364.2.1,house-of-commons,340
uk.org.publicwhip/debate/2022-03-09b.432.10.2,2022-03-09,uk.org.publicwhip/debate/2022-03-09b.432.5,uk.org.publicwhip/debate/2022-03-09b.432.9,uk.org.publicwhip/debate/2022-03-09b.432.10,b432.10/2,Question agreed to.,Delegated Legislation: Building and Buildings,uk.org.publicwhip/debate/2022-03-09b.432.10.1,house-of-commons,341
uk.org.publicwhip/debate/2022-03-09b.437.2.20,2022-03-09,uk.org.publicwhip/debate/2022-03-09b.434.0,"",uk.org.publicwhip/debate/2022-03-09b.437.2,b437.2/20,Question put and agreed to.,Adjournment Debate: Shared Transport: Government Policy Objectives,uk.org.publicwhip/debate/2022-03-09b.434.1.1,house-of-commons,342
uk.org.publicwhip/debate/2022-03-10d.519.4.2,2022-03-10,uk.org.publicwhip/debate/2022-03-10d.519.3,"",uk.org.publicwhip/debate/2022-03-10d.519.4,d519.4/2,Question agreed to.,Third Reading: Supply and Appropriation (Anticipation and Adjustments) Bill,uk.org.publicwhip/debate/2022-03-10d.519.4.4,house-of-commons,92
uk.org.publicwhip/debate/2022-03-10d.519.4.5,2022-03-10,uk.org.publicwhip/debate/2022-03-10d.519.3,"",uk.org.publicwhip/debate/2022-03-10d.519.4,d519.4/5,Question agreed to.,Second Reading: Supply and Appropriation (Anticipation and Adjustments) Bill,uk.org.publicwhip/debate/2022-03-10d.519.4.1,house-of-commons,93
uk.org.publicwhip/debate/2022-03-10d.578.0.2,2022-03-10,uk.org.publicwhip/debate/2022-03-10d.520.1,"",uk.org.publicwhip/debate/2022-03-10d.578.0,d578.0/2,Question put and agreed to.,International Women’s Day,uk.org.publicwhip/debate/2022-03-10d.520.2.1,house-of-commons,94
uk.org.publicwhip/debate/2022-03-10d.586.0.2,2022-03-10,uk.org.publicwhip/debate/2022-03-10d.579.0,"",uk.org.publicwhip/debate/2022-03-10d.586.0,d586.0/2,Question put and agreed to.,Adjournment Debate: Sir Richard Shepherd,uk.org.publicwhip/debate/2022-03-10d.579.1.1,house-of-commons,95
uk.org.publicwhip/debate/2022-03-14b.641.2.8,2022-03-14,uk.org.publicwhip/debate/2022-03-14b.641.1,"",uk.org.publicwhip/debate/2022-03-14b.641.2,b641.2/8,Question agreed to.,Dissolution and Calling of Parliament Bill (Programme) (No. 2),uk.org.publicwhip/debate/2022-03-14b.641.2.1,house-of-commons,409
uk.org.publicwhip/debate/2022-03-14b.657.2.8,2022-03-14,uk.org.publicwhip/debate/2022-03-14b.642.0,uk.org.publicwhip/debate/2022-03-14b.642.2,uk.org.publicwhip/debate/2022-03-14b.657.2,b657.2/8,Question agreed to.,Appoint Reasons Committee,uk.org.publicwhip/debate/2022-03-14b.657.2.3,house-of-commons,410
uk.org.publicwhip/debate/2022-03-14b.672.0.15,2022-03-14,uk.org.publicwhip/debate/2022-03-14b.662.0,uk.org.publicwhip/debate/2022-03-14b.662.2,uk.org.publicwhip/debate/2022-03-14b.672.0,b672.0/15,Question put and agreed to.,Second Reading: Professional Qualifications Bill [Lords],uk.org.publicwhip/debate/2022-03-14b.663.0.1,house-of-commons,411
uk.org.publicwhip/debate/2022-03-14b.731.0.3,2022-03-14,uk.org.publicwhip/debate/2022-03-14b.683.0,uk.org.publicwhip/debate/2022-03-14b.729.0,uk.org.publicwhip/debate/2022-03-14b.731.0,b731.0/3,Question put and agreed to.,Third Reading: Animal Welfare (Sentience) Bill [Lords],uk.org.publicwhip/debate/2022-03-14b.729.2.1,house-of-commons,412
uk.org.publicwhip/debate/2022-03-14b.731.2.3,2022-03-14,uk.org.publicwhip/debate/2022-03-14b.731.1,"",uk.org.publicwhip/debate/2022-03-14b.731.2,b731.2/3,Question agreed to.,Business of the House,uk.org.publicwhip/debate/2022-03-14b.731.2.1,house-of-commons,413
uk.org.publicwhip/debate/2022-03-14b.732.10.2,2022-03-14,uk.org.publicwhip/debate/2022-03-14b.732.1,uk.org.publicwhip/debate/2022-03-14b.732.9,uk.org.publicwhip/debate/2022-03-14b.732.10,b732.10/2,Question agreed to.,Approve: Combined Authorities (Borrowing) Regulations 2022,uk.org.publicwhip/debate/2022-03-14b.732.10.1,house-of-commons,414
uk.org.publicwhip/debate/2022-03-15c.794.2.14,2022-03-15,uk.org.publicwhip/debate/2022-03-15c.794.0,"",uk.org.publicwhip/debate/2022-03-15c.794.2,c794.2/14,Question put and agreed to.,Leave for Bill: Quad Bikes,uk.org.publicwhip/debate/2022-03-15c.794.2.1,house-of-commons,597
uk.org.publicwhip/debate/2022-03-15c.860.2.8,2022-03-15,uk.org.publicwhip/debate/2022-03-15c.797.0,"",uk.org.publicwhip/debate/2022-03-15c.860.2,c860.2/8,Question put and agreed to.,Ukraine,uk.org.publicwhip/debate/2022-03-15c.797.2.1,house-of-commons,598
uk.org.publicwhip/debate/2022-03-15c.868.0.12,2022-03-15,uk.org.publicwhip/debate/2022-03-15c.864.0,"",uk.org.publicwhip/debate/2022-03-15c.868.0,c868.0/12,Question put and agreed to.,Adjournment Debate: Physical Activity and Health Outcomes,uk.org.publicwhip/debate/2022-03-15c.864.1.1,house-of-commons,599
uk.org.publicwhip/debate/2022-03-16b.1000.8.2,2022-03-16,uk.org.publicwhip/debate/2022-03-16b.1000.3,uk.org.publicwhip/debate/2022-03-16b.1000.7,uk.org.publicwhip/debate/2022-03-16b.1000.8,b1000.8/2,Question agreed to.,Delegated Legislation: Medical Devices,uk.org.publicwhip/debate/2022-03-16b.1000.8.1,house-of-commons,114
uk.org.publicwhip/debate/2022-03-16b.1010.1.3,2022-03-16,uk.org.publicwhip/debate/2022-03-16b.1002.0,"",uk.org.publicwhip/debate/2022-03-16b.1010.1,b1010.1/3,Question put and agreed to.,Adjournment Debate: Bank Branch Closures,uk.org.publicwhip/debate/2022-03-16b.1002.1.1,house-of-commons,115
uk.org.publicwhip/debate/2022-03-16b.894.2.20,2022-03-16,uk.org.publicwhip/debate/2022-03-16b.894.0,"",uk.org.publicwhip/debate/2022-03-16b.894.2,b894.2/20,Question put and agreed to.,Leave for Bill: Healthcare (Delayed Discharges),uk.org.publicwhip/debate/2022-03-16b.894.2.1,house-of-commons,111
uk.org.publicwhip/debate/2022-03-16b.939.6.15,2022-03-16,uk.org.publicwhip/debate/2022-03-16b.897.1,"",uk.org.publicwhip/debate/2022-03-16b.939.6,b939.6/15,Question put and agreed to.,Refugees from Ukraine,uk.org.publicwhip/debate/2022-03-16b.897.2.1,house-of-commons,112
uk.org.publicwhip/debate/2022-03-16b.998.3.16,2022-03-16,uk.org.publicwhip/debate/2022-03-16b.962.0,"",uk.org.publicwhip/debate/2022-03-16b.998.3,b998.3/16,Question put and agreed to.,Cost of Living Increases,uk.org.publicwhip/debate/2022-03-16b.962.1.1,house-of-commons,113
uk.org.publicwhip/debate/2022-03-17b.1125.0.3,2022-03-17,uk.org.publicwhip/debate/2022-03-17b.1093.1,"",uk.org.publicwhip/debate/2022-03-17b.1125.0,b1125.0/3,Question put and agreed to.,Irish Diaspora in Britain,uk.org.publicwhip/debate/2022-03-17b.1093.3.1,house-of-commons,444
uk.org.publicwhip/debate/2022-03-17b.1138.2.2,2022-03-17,uk.org.publicwhip/debate/2022-03-17b.1126.0,"",uk.org.publicwhip/debate/2022-03-17b.1138.2,b1138.2/2,Question put and agreed to.,Paid Miscarriage Leave,uk.org.publicwhip/debate/2022-03-17b.1126.1.1,house-of-commons,445
uk.org.publicwhip/debate/2022-03-17b.1162.0.4,2022-03-17,uk.org.publicwhip/debate/2022-03-17b.1153.0,"",uk.org.publicwhip/debate/2022-03-17b.1162.0,b1162.0/4,Question put and agreed to.,Adjournment Debate: Educational Assessments,uk.org.publicwhip/debate/2022-03-17b.1153.1.1,house-of-commons,446
uk.org.publicwhip/debate/2022-03-18a.1194.0.5,2022-03-18,uk.org.publicwhip/debate/2022-03-18a.1164.0,"",uk.org.publicwhip/debate/2022-03-18a.1194.0,a1194.0/5,Question put and agreed to.,Third Reading: Taxis and Private Hire Vehicles  (Disabled Persons) Bill,uk.org.publicwhip/debate/2022-03-18a.1164.2.1,house-of-commons,415
uk.org.publicwhip/debate/2022-03-18a.1224.1.3,2022-03-18,uk.org.publicwhip/debate/2022-03-18a.1196.0,"",uk.org.publicwhip/debate/2022-03-18a.1224.1,a1224.1/3,Question put and agreed to.,Third Reading: British Sign Language Bill,uk.org.publicwhip/debate/2022-03-18a.1196.3.1,house-of-commons,416
uk.org.publicwhip/debate/2022-03-18a.1250.1.4,2022-03-18,uk.org.publicwhip/debate/2022-03-18a.1245.0,"",uk.org.publicwhip/debate/2022-03-18a.1250.1,a1250.1/4,Question put and agreed to.,Adjournment Debate: Accelerated Payment Notices,uk.org.publicwhip/debate/2022-03-18a.1245.1.1,house-of-commons,417
uk.org.publicwhip/debate/2022-03-21b.130.2.4,2022-03-21,uk.org.publicwhip/debate/2022-03-21b.93.0,"",uk.org.publicwhip/debate/2022-03-21b.130.2,b130.2/4,Question put and agreed to.,Cost of Living Increases: Pensioners,uk.org.publicwhip/debate/2022-03-21b.93.1.1,house-of-commons,600
uk.org.publicwhip/debate/2022-03-21b.131.5.2,2022-03-21,uk.org.publicwhip/debate/2022-03-21b.131.2,uk.org.publicwhip/debate/2022-03-21b.131.4,uk.org.publicwhip/debate/2022-03-21b.131.5,b131.5/2,Question agreed to.,Approve: Electricity Supplier Payments (Amendment) Regulations 2022,uk.org.publicwhip/debate/2022-03-21b.131.3.1,house-of-commons,601
uk.org.publicwhip/debate/2022-03-21b.131.7.2,2022-03-21,uk.org.publicwhip/debate/2022-03-21b.131.2,uk.org.publicwhip/debate/2022-03-21b.131.6,uk.org.publicwhip/debate/2022-03-21b.131.7,b131.7/2,Question agreed to.,Approve: Feed Safety (Miscellaneous Amendments and Transitional Provisions) Regulations 2022,uk.org.publicwhip/debate/2022-03-21b.131.5.3,house-of-commons,602
uk.org.publicwhip/debate/2022-03-21b.139.1.6,2022-03-21,uk.org.publicwhip/debate/2022-03-21b.133.0,"",uk.org.publicwhip/debate/2022-03-21b.139.1,b139.1/6,Question put and agreed to.,Adjournment Debate: Jack Ritchie: Gambling Act Review,uk.org.publicwhip/debate/2022-03-21b.133.1.1,house-of-commons,603
uk.org.publicwhip/debate/2022-03-22e.176.2.13,2022-03-22,uk.org.publicwhip/debate/2022-03-22e.176.0,"",uk.org.publicwhip/debate/2022-03-22e.176.2,e176.2/13,Question put and agreed to.,Leave for Bill: Shared Prosperity Fund (Wales) Bill,uk.org.publicwhip/debate/2022-03-22e.176.2.1,house-of-commons,438
uk.org.publicwhip/debate/2022-03-22e.178.5.3,2022-03-22,uk.org.publicwhip/debate/2022-03-22e.178.4,"",uk.org.publicwhip/debate/2022-03-22e.178.5,e178.5/3,Question agreed to.,Nationality and Borders Bill (Programme) (No. 3),uk.org.publicwhip/debate/2022-03-22e.178.1.1,house-of-commons,439
uk.org.publicwhip/debate/2022-03-22e.229.2.9,2022-03-22,uk.org.publicwhip/debate/2022-03-22e.179.0,uk.org.publicwhip/debate/2022-03-22e.179.3,uk.org.publicwhip/debate/2022-03-22e.229.2,e229.2/9,Question agreed to.,Disagree: Lords amendment 1,uk.org.publicwhip/debate/2022-03-22e.229.2.8,house-of-commons,440
