gid,speech_id,date,motion_title,motion_text,chamber,__index_level_0__
uk.org.publicwhip/debate/2019-01-23b.284.3.2,uk.org.publicwhip/debate/2019-01-23b.284.3,2019-01-23,DELEGATED LEGISLATION: Exiting the European Union (Legal Aid and Advice),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Over the Counter Derivatives, Central Counterparties and Trade Repositories (Amendment, etc., and Transitional Provision) (EU Exit) Regulations 2018, which were laid before this House on 5 December 2018, be approved.—(Jeremy Quin.)",house-of-commons,498
uk.org.publicwhip/debate/2019-01-23b.288.1.3,uk.org.publicwhip/debate/2019-01-23b.288.1,2019-01-23,DELEGATED LEGISLATION: Exiting the European Union (Financial Services),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Equality (Amendment and Revocation) (EU Exit) Regulations 2018, which were laid before this House on 13 December 2018, be approved.—(Jeremy Quin.)",house-of-commons,499
uk.org.publicwhip/debate/2019-01-23b.289.0.1,uk.org.publicwhip/debate/2019-01-23b.289.0,2019-01-23,Adjournment Debate: DELEGATED LEGISLATION,"Motion made, and Question proposed, That this House do now adjourn.—(Jeremy Quin.)",house-of-commons,500
uk.org.publicwhip/debate/2019-01-24b.378.1.1,uk.org.publicwhip/debate/2019-01-24b.378.1,2019-01-24,HOLOCAUST MEMORIAL DAY,"I beg to move,
That this House has considered Holocaust Memorial Day 2019.",house-of-commons,544
uk.org.publicwhip/debate/2019-01-24b.446.0.3,uk.org.publicwhip/debate/2019-01-24b.446.0,2019-01-24,APPROPRIATE ME TREATMENT,"Resolved,
That this House calls on the Government to provide increased funding for biomedical research for the diagnosis and treatment of ME; supports the suspension of Graded Exercise Therapy and Cognitive Behaviour Therapy as means of treatment; supports updated training of GPs and medical professionals to ensure that they are equipped with clear guidance on the diagnosis of ME and appropriate management advice to reflect international consensus on best practice; and is concerned about the current trends of subjecting ME families to unjustified child protection procedures.",house-of-commons,545
uk.org.publicwhip/debate/2019-01-24b.448.0.1,uk.org.publicwhip/debate/2019-01-24b.448.0,2019-01-24,Adjournment Debate: APPROPRIATE ME TREATMENT,"Motion made, and Question proposed, That this House do now adjourn.—(Jo Churchill.)",house-of-commons,546
uk.org.publicwhip/debate/2019-01-28b.504.2.1,uk.org.publicwhip/debate/2019-01-28b.504.2,2019-01-28,Second Reading: IMMIGRATION AND SOCIAL SECURITY CO-ORDINATION (EU WITHDRAWAL) BILL,"I beg to move, That the Bill be now read a Second time.",house-of-commons,133
uk.org.publicwhip/debate/2019-01-28b.594.1.1,uk.org.publicwhip/debate/2019-01-28b.594.1,2019-01-28,IMMIGRATION AND SOCIAL SECURITY CO-ORDINATION (EU WITHDRAWAL) BILL: PROGRAMME,"Motion made, and Question put forthwith (Standing Order No. 83A(7)),
That the following provisions shall apply to the Immigration and Social Security Co-ordination (EU Withdrawal) Bill:
Committal
(1) The Bill shall be committed to a Public Bill Committee.
Proceedings in Public Bill Committee
(2) Proceedings in the Public Bill Committee shall (so far as not previously concluded) be brought to a conclusion on Thursday 7 March.
(3) The Public Bill Committee shall have leave to sit twice on the first day on which it meets.
Proceedings on Consideration and up to and including Third Reading
(4) Proceedings on Consideration and any proceedings in legislative grand committee shall (so far as not previously concluded) be brought to a conclusion one hour before the moment of interruption on the day on which proceedings on Consideration arecommenced.
(5) Proceedings on Third Reading shall (so far as not previously concluded) be brought to a conclusion at the moment of interruption on that day.
(6) Standing Order No. 83B (Programming committees) shall not apply to proceedings on Consideration and up to and including Third Reading.
Other proceedings
(7) Any other proceedings on the Bill may be programmed.—(Mike Freer.)",house-of-commons,622
uk.org.publicwhip/debate/2019-01-28b.594.3.1,uk.org.publicwhip/debate/2019-01-28b.594.3,2019-01-28,IMMIGRATION AND SOCIAL SECURITY CO-ORDINATION (EU WITHDRAWAL) BILL: WAYS AND MEANS,"Motion made, and Question put forthwith (Standing Order No. 52 (1)(a)),
That, for the purposes of any Act resulting from the Immigration and Social Security Co-ordination (EU Withdrawal) Bill, it is expedient to authorise any fees or charges arising by virtue of the Act.—(Mike Freer.)",house-of-commons,623
uk.org.publicwhip/debate/2019-01-28b.594.5.2,uk.org.publicwhip/debate/2019-01-28b.594.5,2019-01-28,IMMIGRATION AND SOCIAL SECURITY CO-ORDINATION (EU WITHDRAWAL) BILL: MONEY,"Motion made, and Question put forthwith (Standing Order No. 52(1)(a)),
That, for the purposes of any Act resulting from the Immigration and Social Security Co-ordination (EU Withdrawal) Bill, it is expedient to authorise the payment out of money provided by Parliament of—
(1) any expenditure incurred by a Minister of the Crown, a government department, a person holding office under Her Majesty or any other public authority by virtue of the Act; and
(2) any increase attributable to the Act in the sums payable by virtue of any other Act out of money so provided.—(Mike Freer.)",house-of-commons,624
uk.org.publicwhip/debate/2019-01-28b.594.7.1,uk.org.publicwhip/debate/2019-01-28b.594.7,2019-01-28,BUSINESS OF THE HOUSE,"Motion made, and Question put forthwith (Standing Orders Nos. 15 and 41A(3)),
That, at this day’s sitting, the Motion in the name of Andrea Leadsom relating to the Business of the House (Today) may be entered upon, though opposed, at any hour; and Standing Order No. 41A (Deferred divisions) shall not apply.—(Mike Freer.)",house-of-commons,625
uk.org.publicwhip/debate/2019-01-28b.596.1.1,uk.org.publicwhip/debate/2019-01-28b.596.1,2019-01-28,BUSINESS OF THE HOUSE (TODAY): Proxy Voting,"I beg to move,
That this House:—
(1) reaffirms its resolution of 1 February 2018 on baby leave for Members of Parliament;
(2) endorses the Fifth Report of the Procedure Committee, HC 825, on Proxy voting and parental absence;
(3) accordingly directs the Speaker to prepare a pilot scheme governing the operation of proxy voting for Members absent from the House by reason of childbirth or care of an infant or newly adopted child, pursuant to the recommendations in the Committee’s report, this resolution and the temporary Standing Order (Voting by proxy for parental absence);
(4) directs that a scheme prepared in accordance with this resolution and the temporary Standing Order (Voting by proxy for parental absence) shall be signed by the Speaker and the leaders of the three largest parties in the House before it is published, and that it shall enter into effect for a period of 12 months when the Speaker takes the chair on the sitting day after the day of publication;
(5) directs that any amendment of a scheme in effect by virtue of paragraph (4) above shall take effect when the Speaker takes the Chair on the sitting day after a proposal signed by the Speaker and the leaders of the three largest parties in the House is published; and
(6) directs the Procedure Committee to review proxy voting arrangements within 12 months of the commencement of a scheme established by virtue of this order.",house-of-commons,626
uk.org.publicwhip/debate/2019-01-28b.613.1.17,uk.org.publicwhip/debate/2019-01-28b.613.1,2019-01-28,PROXY VOTING (TEMPORARY STANDING ORDER),"Ordered,
Voting by proxy for parental absence (Temporary Standing Order)
(1) A Member may, by reason of absence from the precincts of the House for childbirth or care of an infant or newly adopted child, arrange for their vote to be cast in accordance with this order by another Member acting as a proxy (a proxy vote).
(2) A proxy vote may be cast:
(a) in a division in the House, in Committee of the whole House, or in any legislative grand committee, in relation to the business specified in paragraph (3) below;
(b) on business specified in paragraph (3) below recorded in a division under Standing Order No. 41A (Deferred divisions), and
(c) in a ballot cast in an election under Standing Order No. 1B (Election of Speaker by secret ballot), Standing Order No. 2A (Election of the Deputy Speakers) and Standing Order No. 122B (Election of select committee chairs).
(3) Subject to paragraph (4) below, a proxy vote may be cast on all public and private business of the House.
(4) No proxy vote shall be cast in a division on any motion in the form specified in section 2(2) of the Fixed-term Parliaments Act 2011.
(5) No proxy vote shall be reckoned in the numbers participating in a division for the purposes of (a) Standing Order No. 41(1) (Quorum), and (b) Standing Order No. 37 (Majority for closure or for proposal of question).
(6) A proxy vote may be cast only if the Speaker has certified that the Member for whom the vote is to be cast is eligible under the terms of this order and the Resolution of the House of Monday 28 January and if that certificate, including the name of the Member nominated as a proxy, has been published in the Votes and Proceedings.
(7) A vote cast by a proxy shall be clearly indicated as such in the division lists published under the authority of the House.
(7A) The Speaker may also make provision for the exercise of a proxy vote for Members who have suffered a miscarriage.
(8) This Standing Order shall lapse upon the expiry of the proxy voting scheme established under the terms of this order and the Resolution of the House of Monday 28 January.",house-of-commons,627
uk.org.publicwhip/debate/2019-01-28b.614.3.1,uk.org.publicwhip/debate/2019-01-28b.614.3,2019-01-28,DELEGATED LEGISLATION,"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Insolvency (Amendment) (EU Exit) Regulations 2018, which were laid before this House on 19 November 2018, be approved.—(Mike Freer.)",house-of-commons,628
uk.org.publicwhip/debate/2019-01-28b.614.5.3,uk.org.publicwhip/debate/2019-01-28b.614.5,2019-01-28,DELEGATED LEGISLATION: Exiting the European Union (Insolvency),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Interchange Fee (Amendment) (EU Exit) Regulations 2018, which were laid before this House on 22 November 2018, be approved.—(Mike Freer.)",house-of-commons,629
uk.org.publicwhip/debate/2019-01-28b.615.3.3,uk.org.publicwhip/debate/2019-01-28b.615.3,2019-01-28,DELEGATED LEGISLATION: Exiting the European Union (Consumer Protection),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Air Services (Competition) (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 5 December 2018, be approved.—(Mike Freer.)",house-of-commons,631
uk.org.publicwhip/debate/2019-01-28b.615.5.3,uk.org.publicwhip/debate/2019-01-28b.615.5,2019-01-28,DELEGATED LEGISLATION: Exiting the European Union (Civil Aviation),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Market Abuse (Amendment) (EU Exit) Regulations 2018, which were laid before this House on 6 December 2018, be approved.—(Mike Freer.)",house-of-commons,632
uk.org.publicwhip/debate/2019-01-28b.615.9.3,uk.org.publicwhip/debate/2019-01-28b.615.9,2019-01-28,DELEGATED LEGISLATION: Exiting the European Union (Financial Services and Markets),"Motion made, and Question put forthwith (Standing Order No. 118(6)),
That the draft Ship Recycling (Facilities and Requirements for Hazardous Materials on Ships) (Amendment) (EU Exit) Regulations 2019, which were laid before this House on 13 December 2018, be approved.—(Mike Freer.)",house-of-commons,630
uk.org.publicwhip/debate/2019-01-28b.616.0.1,uk.org.publicwhip/debate/2019-01-28b.616.0,2019-01-28,Adjournment Debate: DELEGATED LEGISLATION,"Motion made, and Question proposed, That this House do now adjourn.—(Mike Freer.)",house-of-commons,633
uk.org.publicwhip/debate/2019-01-29b.664.1.1,uk.org.publicwhip/debate/2019-01-29b.664.1,2019-01-29,Leave for Bill: SMOKING PROHIBITION (NATIONAL HEALTH SERVICE PREMISES),"I beg to move,
That leave be given to bring in a Bill to prohibit smoking on National Health Service premises; and for connected purposes.",house-of-commons,396
uk.org.publicwhip/debate/2019-01-29b.756.3.4,uk.org.publicwhip/debate/2019-01-29b.756.3,2019-01-29,Amendment: EUROPEAN UNION (WITHDRAWAL) ACT 2018,"Amendment proposed: (a), in line 1, leave out from “House” to end and add
“requires ministers to secure sufficient time for the UK Parliament to consider and vote on options to prevent the UK leaving the EU without a ratified Withdrawal Agreement and Political Declaration, and that those options should include:
(i) Negotiating changes to the draft Withdrawal Agreement and Political Declaration so as to secure a permanent customs union with the EU, a strong relationship with the single market underpinned by shared institutions and obligations, and dynamic alignment on rights and standards, in order to command a majority in the House of Commons;
(ii) Legislating to hold a public vote on a deal or a proposition that has commanded the support of the majority of the House of Commons.”.—(Jeremy Corbyn.)",house-of-commons,58
