gid,date,major_heading_id,minor_heading_id,speech_id,paragraph_pid,agreed_text,motion_title,motion_gid,chamber,negative,__index_level_0__
uk.org.publicwhip/debate/2022-10-27c.494.3.2,2022-10-27,uk.org.publicwhip/debate/2022-10-27c.471.0,"",uk.org.publicwhip/debate/2022-10-27c.494.3,c494.3/2,Question put and agreed to.,Contact in Care Settings,uk.org.publicwhip/debate/2022-10-27c.471.2.1,house-of-commons,,557
uk.org.publicwhip/debate/2022-10-27c.502.0.2,2022-10-27,uk.org.publicwhip/debate/2022-10-27c.496.0,"",uk.org.publicwhip/debate/2022-10-27c.502.0,c502.0/2,Question put and agreed to.,Adjournment Debate: Dog Daycare: Urban Areas,uk.org.publicwhip/debate/2022-10-27c.496.1.1,house-of-commons,,558
uk.org.publicwhip/debate/2022-10-28b.530.1.4,2022-10-28,uk.org.publicwhip/debate/2022-10-28b.504.0,"",uk.org.publicwhip/debate/2022-10-28b.530.1,b530.1/4,Question put and agreed to.,"Second Reading: Co-operatives, Mutuals and Friendly Societies Bill",uk.org.publicwhip/debate/2022-10-28b.504.2.1,house-of-commons,,469
uk.org.publicwhip/debate/2022-10-28b.554.0.4,2022-10-28,uk.org.publicwhip/debate/2022-10-28b.531.0,"",uk.org.publicwhip/debate/2022-10-28b.554.0,b554.0/4,Question put and agreed to.,Second Reading: Employment Relations (Flexible Working) Bill,uk.org.publicwhip/debate/2022-10-28b.531.2.1,house-of-commons,,470
uk.org.publicwhip/debate/2022-10-28b.570.0.3,2022-10-28,uk.org.publicwhip/debate/2022-10-28b.555.0,"",uk.org.publicwhip/debate/2022-10-28b.570.0,b570.0/3,Question put and agreed to.,Second Reading: Child Support Collection (Domestic Abuse) Bill,uk.org.publicwhip/debate/2022-10-28b.555.2.1,house-of-commons,,471
uk.org.publicwhip/debate/2022-10-28b.584.1.20,2022-10-28,uk.org.publicwhip/debate/2022-10-28b.581.0,"",uk.org.publicwhip/debate/2022-10-28b.584.1,b584.1/20,Question put and agreed to.,Adjournment Debate: Democratic Republic of Congo-UK Relations,uk.org.publicwhip/debate/2022-10-28b.581.1.1,house-of-commons,,472
uk.org.publicwhip/debate/2022-10-31b.717.1.6,2022-10-31,uk.org.publicwhip/debate/2022-10-31b.668.0,uk.org.publicwhip/debate/2022-10-31b.711.0,uk.org.publicwhip/debate/2022-10-31b.717.1,b717.1/6,Question put and agreed to.,Third Reading: Genetic Technology (Precision Breeding) Bill,uk.org.publicwhip/debate/2022-10-31b.715.0.1,house-of-commons,,165
uk.org.publicwhip/debate/2022-10-31b.718.1.9,2022-10-31,uk.org.publicwhip/debate/2022-10-31b.718.0,"",uk.org.publicwhip/debate/2022-10-31b.718.1,b718.1/9,Question agreed to.,Product Security and Telecommunications Infrastructure Bill: Programme (No. 3),uk.org.publicwhip/debate/2022-10-31b.718.1.1,house-of-commons,,166
uk.org.publicwhip/debate/2022-10-31b.726.2.10,2022-10-31,uk.org.publicwhip/debate/2022-10-31b.719.0,uk.org.publicwhip/debate/2022-10-31b.719.3,uk.org.publicwhip/debate/2022-10-31b.726.2,b726.2/10,Question agreed to.,Appoint Reasons Committee,uk.org.publicwhip/debate/2022-10-31b.726.2.5,house-of-commons,,167
uk.org.publicwhip/debate/2022-10-31b.730.1.3,2022-10-31,uk.org.publicwhip/debate/2022-10-31b.730.0,"",uk.org.publicwhip/debate/2022-10-31b.730.1,b730.1/3,Question agreed to.,Disapply Standing Order 41A,uk.org.publicwhip/debate/2022-10-31b.730.1.1,house-of-commons,,168
uk.org.publicwhip/debate/2022-10-31b.730.14.2,2022-10-31,uk.org.publicwhip/debate/2022-10-31b.730.5,uk.org.publicwhip/debate/2022-10-31b.730.13,uk.org.publicwhip/debate/2022-10-31b.730.14,b730.14/2,Question agreed to.,Approve: Rehabilitation of Offenders Act 1974 (Exceptions) (Amendment) (England and Wales) Order 2022,uk.org.publicwhip/debate/2022-10-31b.730.14.1,house-of-commons,,169
uk.org.publicwhip/debate/2022-10-31b.737.1.9,2022-10-31,uk.org.publicwhip/debate/2022-10-31b.731.0,"",uk.org.publicwhip/debate/2022-10-31b.737.1,b737.1/9,Question put and agreed to.,Adjournment Debate: Bus Manufacture in the UK,uk.org.publicwhip/debate/2022-10-31b.731.1.1,house-of-commons,,170
uk.org.publicwhip/debate/2022-11-01a.816.2.18,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.816.0,"",uk.org.publicwhip/debate/2022-11-01a.816.2,a816.2/18,Question put and agreed to.,Leave for Bill: Internet Access (Children Eligible for Free School Meals),uk.org.publicwhip/debate/2022-11-01a.816.2.1,house-of-commons,,491
uk.org.publicwhip/debate/2022-11-01a.835.1.13,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.819.0,"",uk.org.publicwhip/debate/2022-11-01a.835.1,a835.1/13,Question put and agreed to.,Second Reading: UK Infrastructure Bank Bill [Lords],uk.org.publicwhip/debate/2022-11-01a.819.2.1,house-of-commons,,492
uk.org.publicwhip/debate/2022-11-01a.837.1.14,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.837.0,"",uk.org.publicwhip/debate/2022-11-01a.837.1,a837.1/14,Question agreed to.,Uk Infrastructure Bank Bill [Lords]: Programme,uk.org.publicwhip/debate/2022-11-01a.837.1.1,house-of-commons,,493
uk.org.publicwhip/debate/2022-11-01a.838.1.8,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.838.0,"",uk.org.publicwhip/debate/2022-11-01a.838.1,a838.1/8,Question agreed to.,UK Infrastructure Bank Bill [Lords]: Money,uk.org.publicwhip/debate/2022-11-01a.838.1.2,house-of-commons,,494
uk.org.publicwhip/debate/2022-11-01a.838.6.2,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.838.3,uk.org.publicwhip/debate/2022-11-01a.838.5,uk.org.publicwhip/debate/2022-11-01a.838.6,a838.6/2,Question agreed to.,Approve: Adult Social Care Information (Enforcement) Regulations 2022,uk.org.publicwhip/debate/2022-11-01a.838.4.1,house-of-commons,,495
uk.org.publicwhip/debate/2022-11-01a.838.8.2,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.838.3,uk.org.publicwhip/debate/2022-11-01a.838.7,uk.org.publicwhip/debate/2022-11-01a.838.8,a838.8/2,Question agreed to.,Delegated Legislation: Social Care,uk.org.publicwhip/debate/2022-11-01a.838.6.3,house-of-commons,,496
uk.org.publicwhip/debate/2022-11-01a.838.8.5,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.838.3,uk.org.publicwhip/debate/2022-11-01a.838.7,uk.org.publicwhip/debate/2022-11-01a.838.8,a838.8/5,Question agreed to.,Delegated Legislation: International Development,uk.org.publicwhip/debate/2022-11-01a.838.8.3,house-of-commons,,497
uk.org.publicwhip/debate/2022-11-01a.846.0.6,2022-11-01,uk.org.publicwhip/debate/2022-11-01a.840.0,"",uk.org.publicwhip/debate/2022-11-01a.846.0,a846.0/6,Question put and agreed to.,Adjournment Debate: Menai Suspension Bridge:  Impact of Closure,uk.org.publicwhip/debate/2022-11-01a.840.1.1,house-of-commons,,498
uk.org.publicwhip/debate/2022-11-02a.874.1.8,2022-11-02,uk.org.publicwhip/debate/2022-11-02a.873.0,"",uk.org.publicwhip/debate/2022-11-02a.874.1,a874.1/8,Question put and agreed to.,Leave for Bill: Microplastic Filters (Washing Machines),uk.org.publicwhip/debate/2022-11-02a.873.2.1,house-of-commons,,483
uk.org.publicwhip/debate/2022-11-02a.977.3.4,2022-11-02,uk.org.publicwhip/debate/2022-11-02a.876.1,"",uk.org.publicwhip/debate/2022-11-02a.977.3,a977.3/4,Question agreed to.,Scottish Independence and  the Scottish Economy,uk.org.publicwhip/debate/2022-11-02a.977.3.3,house-of-commons,,484
uk.org.publicwhip/debate/2022-11-02a.980.5.2,2022-11-02,uk.org.publicwhip/debate/2022-11-02a.980.2,uk.org.publicwhip/debate/2022-11-02a.980.4,uk.org.publicwhip/debate/2022-11-02a.980.5,a980.5/2,Question agreed to.,Approve: Operators (Amendment) Regulations 2022,uk.org.publicwhip/debate/2022-11-02a.980.3.1,house-of-commons,,485
uk.org.publicwhip/debate/2022-11-02a.990.0.2,2022-11-02,uk.org.publicwhip/debate/2022-11-02a.981.0,"",uk.org.publicwhip/debate/2022-11-02a.990.0,a990.0/2,Question put and agreed to.,Adjournment Debate: Bus Services: Blaydon,uk.org.publicwhip/debate/2022-11-02a.981.1.1,house-of-commons,,486
uk.org.publicwhip/debate/2022-11-03c.1074.0.7,2022-11-03,uk.org.publicwhip/debate/2022-11-03c.1057.1,"",uk.org.publicwhip/debate/2022-11-03c.1074.0,c1074.0/7,Question put and agreed to.,Smokefree 2030,uk.org.publicwhip/debate/2022-11-03c.1057.3.1,house-of-commons,,245
uk.org.publicwhip/debate/2022-11-03c.1105.3.5,2022-11-03,uk.org.publicwhip/debate/2022-11-03c.1075.0,"",uk.org.publicwhip/debate/2022-11-03c.1105.3,c1105.3/5,Question put and agreed to.,Private Rented Sector White Paper,uk.org.publicwhip/debate/2022-11-03c.1075.2.1,house-of-commons,,246
uk.org.publicwhip/debate/2022-11-03c.1112.1.9,2022-11-03,uk.org.publicwhip/debate/2022-11-03c.1107.0,"",uk.org.publicwhip/debate/2022-11-03c.1112.1,c1112.1/9,Question put and agreed to.,Adjournment Debate: World Biosphere Day,uk.org.publicwhip/debate/2022-11-03c.1107.1.1,house-of-commons,,247
uk.org.publicwhip/debate/2022-11-07a.48.5.3,2022-11-07,uk.org.publicwhip/debate/2022-11-07a.48.4,"",uk.org.publicwhip/debate/2022-11-07a.48.5,a48.5/3,Question agreed to.,RETAINED EU LAW (REVOCATION AND REFORM) BILL (PROGRAMME) (NO. 2),uk.org.publicwhip/debate/2022-11-07a.48.5.1,house-of-commons,,579
uk.org.publicwhip/debate/2022-11-07a.83.1.6,2022-11-07,uk.org.publicwhip/debate/2022-11-07a.49.0,"",uk.org.publicwhip/debate/2022-11-07a.83.1,a83.1/6,Question put and agreed to.,Second Reading: Social Housing (Regulation)  Bill [Lords],uk.org.publicwhip/debate/2022-11-07a.49.2.1,house-of-commons,,580
uk.org.publicwhip/debate/2022-11-07a.84.11.6,2022-11-07,uk.org.publicwhip/debate/2022-11-07a.84.10,"",uk.org.publicwhip/debate/2022-11-07a.84.11,a84.11/6,Question agreed to.,Social Housing (Regulation) Bill [Lords] (Money),uk.org.publicwhip/debate/2022-11-07a.84.11.2,house-of-commons,,581
uk.org.publicwhip/debate/2022-11-07a.84.9.2,2022-11-07,uk.org.publicwhip/debate/2022-11-07a.84.8,"",uk.org.publicwhip/debate/2022-11-07a.84.9,a84.9/2,Question agreed to.,Social Housing (Regulation) Bill [Lords] (Programme),uk.org.publicwhip/debate/2022-11-07a.84.1.1,house-of-commons,,582
uk.org.publicwhip/debate/2022-11-07a.85.1.3,2022-11-07,uk.org.publicwhip/debate/2022-11-07a.85.0,"",uk.org.publicwhip/debate/2022-11-07a.85.1,a85.1/3,Question agreed to.,Social Housing (Regulation) Bill [Lords] (Ways and Means),uk.org.publicwhip/debate/2022-11-07a.85.1.1,house-of-commons,,583
uk.org.publicwhip/debate/2022-11-07a.85.8.2,2022-11-07,uk.org.publicwhip/debate/2022-11-07a.85.3,uk.org.publicwhip/debate/2022-11-07a.85.7,uk.org.publicwhip/debate/2022-11-07a.85.8,a85.8/2,Question agreed to.,Approve: Football Spectators (Relevant Offences) Regulations 2022,uk.org.publicwhip/debate/2022-11-07a.85.8.1,house-of-commons,,584
uk.org.publicwhip/debate/2022-11-07a.94.1.3,2022-11-07,uk.org.publicwhip/debate/2022-11-07a.86.0,"",uk.org.publicwhip/debate/2022-11-07a.94.1,a94.1/3,Question put and agreed to.,Adjournment Debate: Football Clubs in England: Financial Sustainability,uk.org.publicwhip/debate/2022-11-07a.86.1.1,house-of-commons,,585
uk.org.publicwhip/debate/2022-11-08b.121.2.18,2022-11-08,uk.org.publicwhip/debate/2022-11-08b.121.0,"",uk.org.publicwhip/debate/2022-11-08b.121.2,b121.2/18,Question put and agreed to.,Leave for Bill: Employee Share Ownership (Reform),uk.org.publicwhip/debate/2022-11-08b.121.2.1,house-of-commons,,60
uk.org.publicwhip/debate/2022-11-08b.226.10.2,2022-11-08,uk.org.publicwhip/debate/2022-11-08b.226.3,uk.org.publicwhip/debate/2022-11-08b.226.9,uk.org.publicwhip/debate/2022-11-08b.226.10,b226.10/2,Question agreed to.,Delegated Legislation: Civil Aviation,uk.org.publicwhip/debate/2022-11-08b.226.10.1,house-of-commons,,61
uk.org.publicwhip/debate/2022-11-08b.236.5.4,2022-11-08,uk.org.publicwhip/debate/2022-11-08b.228.0,"",uk.org.publicwhip/debate/2022-11-08b.236.5,b236.5/4,Question put and agreed to.,Adjournment Debate: Night Flights: Impact on Communities,uk.org.publicwhip/debate/2022-11-08b.228.1.1,house-of-commons,,62
uk.org.publicwhip/debate/2022-11-09c.296.2.18,2022-11-09,uk.org.publicwhip/debate/2022-11-09c.296.0,"",uk.org.publicwhip/debate/2022-11-09c.296.2,c296.2/18,Question put and agreed to.,Leave for Bill: Sale of Tobacco (Licensing),uk.org.publicwhip/debate/2022-11-09c.296.2.1,house-of-commons,,0
uk.org.publicwhip/debate/2022-11-09c.325.0.2,2022-11-09,uk.org.publicwhip/debate/2022-11-09c.299.1,"",uk.org.publicwhip/debate/2022-11-09c.325.0,c325.0/2,Question put and agreed to.,Sri Lanka,uk.org.publicwhip/debate/2022-11-09c.299.2.1,house-of-commons,,1
uk.org.publicwhip/debate/2022-11-09c.369.1.5,2022-11-09,uk.org.publicwhip/debate/2022-11-09c.327.0,"",uk.org.publicwhip/debate/2022-11-09c.369.1,c369.1/5,Question put and agreed to.,Levelling Up Rural Britain,uk.org.publicwhip/debate/2022-11-09c.327.3.1,house-of-commons,,2
uk.org.publicwhip/debate/2022-11-09c.378.0.2,2022-11-09,uk.org.publicwhip/debate/2022-11-09c.372.0,"",uk.org.publicwhip/debate/2022-11-09c.378.0,c378.0/2,Question put and agreed to.,Adjournment Debate: Bathing Water Status: Rivers,uk.org.publicwhip/debate/2022-11-09c.372.1.1,house-of-commons,,3
uk.org.publicwhip/debate/2022-11-14c.451.1.4,2022-11-14,uk.org.publicwhip/debate/2022-11-14c.410.0,"",uk.org.publicwhip/debate/2022-11-14c.451.1,c451.1/4,Question put and agreed to.,Australia and New Zealand Trade Deals,uk.org.publicwhip/debate/2022-11-14c.410.2.1,house-of-commons,,625
uk.org.publicwhip/debate/2022-11-14c.487.0.2,2022-11-14,uk.org.publicwhip/debate/2022-11-14c.453.0,"",uk.org.publicwhip/debate/2022-11-14c.487.0,c487.0/2,Question put and agreed to.,Ukraine,uk.org.publicwhip/debate/2022-11-14c.453.1.1,house-of-commons,,626
uk.org.publicwhip/debate/2022-11-14c.494.1.4,2022-11-14,uk.org.publicwhip/debate/2022-11-14c.488.0,"",uk.org.publicwhip/debate/2022-11-14c.494.1,c494.1/4,Question put and agreed to.,Adjournment Debate: Low Traffic Neighbourhoods: Latchford,uk.org.publicwhip/debate/2022-11-14c.488.1.1,house-of-commons,,627
uk.org.publicwhip/debate/2022-11-15a.520.2.15,2022-11-15,uk.org.publicwhip/debate/2022-11-15a.520.0,"",uk.org.publicwhip/debate/2022-11-15a.520.2,a520.2/15,Question put and agreed to.,Leave for Bill: Tax Reform Commission,uk.org.publicwhip/debate/2022-11-15a.520.2.1,house-of-commons,,192
uk.org.publicwhip/debate/2022-11-15a.524.2.2,2022-11-15,uk.org.publicwhip/debate/2022-11-15a.524.0,"",uk.org.publicwhip/debate/2022-11-15a.524.2,a524.2/2,Question put and agreed to.,Humble Address,uk.org.publicwhip/debate/2022-11-15a.524.1.1,house-of-commons,,193
uk.org.publicwhip/debate/2022-11-15a.574.0.5,2022-11-15,uk.org.publicwhip/debate/2022-11-15a.525.1,"",uk.org.publicwhip/debate/2022-11-15a.574.0,a574.0/5,Question put and agreed to.,Management of the Economy and Ministerial Severance Payments,uk.org.publicwhip/debate/2022-11-15a.525.3.1,house-of-commons,,194
uk.org.publicwhip/debate/2022-11-15a.628.1.9,2022-11-15,uk.org.publicwhip/debate/2022-11-15a.575.0,"",uk.org.publicwhip/debate/2022-11-15a.628.1,a628.1/9,Question put and agreed to.,Britain’s Industrial Future,uk.org.publicwhip/debate/2022-11-15a.628.1.10,house-of-commons,,195
uk.org.publicwhip/debate/2022-11-15a.630.9.2,2022-11-15,uk.org.publicwhip/debate/2022-11-15a.629.1,uk.org.publicwhip/debate/2022-11-15a.630.8,uk.org.publicwhip/debate/2022-11-15a.630.9,a630.9/2,Question agreed to.,Approve: Financial Services (Miscellaneous Amendments) Regulations 2022,uk.org.publicwhip/debate/2022-11-15a.630.9.1,house-of-commons,,196
uk.org.publicwhip/debate/2022-11-15a.638.3.2,2022-11-15,uk.org.publicwhip/debate/2022-11-15a.632.0,"",uk.org.publicwhip/debate/2022-11-15a.638.3,a638.3/2,Question put and agreed to.,Adjournment Debate: Enabling the Public to call a General Election,uk.org.publicwhip/debate/2022-11-15a.632.1.1,house-of-commons,,197
uk.org.publicwhip/debate/2022-11-16b.719.2.15,2022-11-16,uk.org.publicwhip/debate/2022-11-16b.719.0,"",uk.org.publicwhip/debate/2022-11-16b.719.2,b719.2/15,Question put and agreed to.,Leave for Bill: Teenagers (Safety and Wellbeing),uk.org.publicwhip/debate/2022-11-16b.719.2.1,house-of-commons,,548
uk.org.publicwhip/debate/2022-11-16b.761.3.5,2022-11-16,uk.org.publicwhip/debate/2022-11-16b.722.0,uk.org.publicwhip/debate/2022-11-16b.722.2,uk.org.publicwhip/debate/2022-11-16b.761.3,b761.3/5,Question put and agreed to.,Second Reading: National Security Bill,uk.org.publicwhip/debate/2022-11-16b.722.4.1,house-of-commons,,549
uk.org.publicwhip/debate/2022-11-16b.793.0.3,2022-11-16,uk.org.publicwhip/debate/2022-11-16b.722.0,uk.org.publicwhip/debate/2022-11-16b.787.0,uk.org.publicwhip/debate/2022-11-16b.793.0,b793.0/3,Question put and agreed to.,Third Reading: National Security Bill,uk.org.publicwhip/debate/2022-11-16b.791.0.1,house-of-commons,,550
uk.org.publicwhip/debate/2022-11-16b.795.11.2,2022-11-16,uk.org.publicwhip/debate/2022-11-16b.795.2,uk.org.publicwhip/debate/2022-11-16b.795.10,uk.org.publicwhip/debate/2022-11-16b.795.11,b795.11/2,Question agreed to.,Approve: European University Institute (EU Exit) Regulations 2022,uk.org.publicwhip/debate/2022-11-16b.795.11.1,house-of-commons,,551
uk.org.publicwhip/debate/2022-11-16b.802.0.12,2022-11-16,uk.org.publicwhip/debate/2022-11-16b.796.0,"",uk.org.publicwhip/debate/2022-11-16b.802.0,b802.0/12,Question put and agreed to.,Adjournment Debate: Algeria: 60th Anniversary of Diplomatic Relations,uk.org.publicwhip/debate/2022-11-16b.796.1.1,house-of-commons,,552
uk.org.publicwhip/debate/2022-11-17d.929.0.4,2022-11-17,uk.org.publicwhip/debate/2022-11-17d.907.1,"",uk.org.publicwhip/debate/2022-11-17d.929.0,d929.0/4,Question put and agreed to.,International Men’s Day,uk.org.publicwhip/debate/2022-11-17d.907.2.1,house-of-commons,,577
uk.org.publicwhip/debate/2022-11-17d.936.5.3,2022-11-17,uk.org.publicwhip/debate/2022-11-17d.930.0,"",uk.org.publicwhip/debate/2022-11-17d.936.5,d936.5/3,Question put and agreed to.,Adjournment Debate: Adoption: Support for Birth Families,uk.org.publicwhip/debate/2022-11-17d.930.1.1,house-of-commons,,578
uk.org.publicwhip/debate/2022-11-18a.1000.0.7,2022-11-18,uk.org.publicwhip/debate/2022-11-18a.966.0,"",uk.org.publicwhip/debate/2022-11-18a.1000.0,a1000.0/7,Question put and agreed to.,Second Reading: Supported Housing  (Regulatory Oversight) Bill,uk.org.publicwhip/debate/2022-11-18a.940.2.1,house-of-commons,,566
uk.org.publicwhip/debate/2022-11-18a.1019.0.28,2022-11-18,uk.org.publicwhip/debate/2022-11-18a.1017.0,"",uk.org.publicwhip/debate/2022-11-18a.1019.0,a1019.0/28,Question put and agreed to.,Adjournment Debate: Association of Jewish Ex-servicemen and Women: Remembrance Parade and Ceremony,uk.org.publicwhip/debate/2022-11-18a.1017.1.1,house-of-commons,,567
uk.org.publicwhip/debate/2022-11-21c.129.1.10,2022-11-21,uk.org.publicwhip/debate/2022-11-21c.127.0,"",uk.org.publicwhip/debate/2022-11-21c.129.1,c129.1/10,Question put and agreed to.,Adjournment Debate: Healthcare Facilities: Weybridge,uk.org.publicwhip/debate/2022-11-21c.127.2.12,house-of-commons,,592
uk.org.publicwhip/debate/2022-11-22c.169.2.15,2022-11-22,uk.org.publicwhip/debate/2022-11-22c.169.0,"",uk.org.publicwhip/debate/2022-11-22c.169.2,c169.2/15,Question put and agreed to.,Leave for Bill: Disposable Barbecues,uk.org.publicwhip/debate/2022-11-22c.169.2.1,house-of-commons,,386
uk.org.publicwhip/debate/2022-11-22c.255.0.2,2022-11-22,uk.org.publicwhip/debate/2022-11-22c.172.2,"",uk.org.publicwhip/debate/2022-11-22c.255.0,c255.0/2,Question put and agreed to.,Energy (oil and gas) profits levy,uk.org.publicwhip/debate/2022-11-22c.172.3.2,house-of-commons,,387
uk.org.publicwhip/debate/2022-11-22c.262.15.3,2022-11-22,uk.org.publicwhip/debate/2022-11-22c.262.0,uk.org.publicwhip/debate/2022-11-22c.262.14,uk.org.publicwhip/debate/2022-11-22c.262.15,c262.15/3,Question agreed to.,Delegated Legislation: Defence,uk.org.publicwhip/debate/2022-11-22c.262.15.2,house-of-commons,,388
uk.org.publicwhip/debate/2022-11-22c.270.1.3,2022-11-22,uk.org.publicwhip/debate/2022-11-22c.263.0,"",uk.org.publicwhip/debate/2022-11-22c.270.1,c270.1/3,Question put and agreed to.,Adjournment Debate: Service Personnel and Veterans: Rehabilitation,uk.org.publicwhip/debate/2022-11-22c.263.1.1,house-of-commons,,389
uk.org.publicwhip/debate/2022-11-23e.327.2.16,2022-11-23,uk.org.publicwhip/debate/2022-11-23e.327.0,"",uk.org.publicwhip/debate/2022-11-23e.327.2,e327.2/16,Question put and agreed to.,Leave for Bill: Pre-payment Meters  (Self-disconnection),uk.org.publicwhip/debate/2022-11-23e.327.2.1,house-of-commons,,231
uk.org.publicwhip/debate/2022-11-23e.389.3.8,2022-11-23,uk.org.publicwhip/debate/2022-11-23e.331.0,uk.org.publicwhip/debate/2022-11-23e.331.3,uk.org.publicwhip/debate/2022-11-23e.389.3,e389.3/8,Question put and agreed to.,Second Reading: Levelling-up and Regeneration Bill,uk.org.publicwhip/debate/2022-11-23e.332.0.1,house-of-commons,,232
uk.org.publicwhip/debate/2022-11-23e.390.1.31,2022-11-23,uk.org.publicwhip/debate/2022-11-23e.331.0,uk.org.publicwhip/debate/2022-11-23e.390.0,uk.org.publicwhip/debate/2022-11-23e.390.1,e390.1/31,"Brought up, read the First and Second time, and added to the Bill.",New Clause 62: Levelling-up and Regeneration Bill,uk.org.publicwhip/debate/2022-11-23e.390.1.1,house-of-commons,,233
